DateOfBite,Species,Breed,Age,Gender,SpayNeuter
May 09 2017,DOG,RIDGEBACK PIT BULL BOXER X,,U,FALSE
May 09 2017,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE
May 10 2017,DOG,Pit Bull,,U,FALSE
May 11 2017,DOG,Boston Terrier,4,M,TRUE
May 17 2017,DOG,Pit Bull,,U,FALSE
May 17 2017,DOG,MIXED BREED,3,M,TRUE
May 18 2017,DOG,HOUND,,U,FALSE
May 17 2017,DOG,Rottweiler,6,M,TRUE
May 18 2017,DOG,German Shepherd,1Y,M,TRUE
May 20 2017,DOG,MIXED BREED,,U,FALSE
May 21 2017,DOG,MALTESE/SHIH TZU X,1Y,F,FALSE
May 15 2017,DOG,Chihuahua Crossbreed,6,M,TRUE
May 22 2017,DOG,Yorkshire Terrier,2Y,M,FALSE
May 21 2017,DOG,Pit Bull,4,F,FALSE
May 22 2017,DOG,Labradoodle,2,M,TRUE
May 20 2017,DOG,Dachshund Smooth Coat,9,F,TRUE
May 18 2017,DOG,"Poodle, Toy",5Y,M,TRUE
May 24 2017,DOG,Siberian Husky,,U,FALSE
May 12 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
May 13 2017,DOG,American Pit Bull Mix / Pit Bull Mix,4Y,M,TRUE
May 15 2017,DOG,Chihuahua,1,M,TRUE
May 21 2017,DOG,Pit Bull,,M,FALSE
May 27 2017,DOG,Labrador Retriever,,M,FALSE
June 02 2017,DOG,Pit Bull,2,M,TRUE
June 01 2017,DOG,Cocker Spaniel,,U,FALSE
May 29 2017,DOG,Labrador Retriever Crossbreed,2,F,TRUE
May 28 2017,DOG,Chihuahua,,U,FALSE
May 24 2017,DOG,Chihuahua,1Y,F,TRUE
May 25 2017,DOG,American Pit Bull Mix / Pit Bull Mix,,U,FALSE
June 01 2017,DOG,Pomeranian,,U,FALSE
May 27 2017,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE
May 29 2017,DOG,FRENCH BULL / BOXER MIX,6,M,TRUE
May 28 2017,DOG,MIXED BREED,1,M,TRUE
June 02 2017,DOG,Boxer,,U,FALSE
May 27 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
June 01 2017,DOG,Maltese,4,F,TRUE
May 28 2017,DOG,Cane Corso,3,M,TRUE
May 28 2017,DOG,RAT TERRIER,12,M,TRUE
May 31 2017,DOG,Shih Tzu,2,F,FALSE
June 01 2017,DOG,Belgian Malinois,,M,FALSE
April 15 2017,DOG,American Pit Bull Terrier/Pit Bull,10Y,M,TRUE
June 04 2017,DOG,Labrador Retriever,12Y,M,TRUE
June 04 2017,DOG,Pit Bull,,U,FALSE
June 03 2017,DOG,Siberian Husky,3M,M,TRUE
June 03 2017,DOG,Maltese,6,M,FALSE
June 03 2017,DOG,German Shepherd,2Y,F,TRUE
June 04 2017,DOG,UNKNOWN,,U,FALSE
June 03 2017,DOG,MALTESE/YORKSHIRE X,3Y,M,TRUE
June 02 2017,DOG,Labrador Retriever Crossbreed,,U,FALSE
June 02 2017,DOG,UNKNOWN,,U,FALSE
June 03 2017,DOG,Shih Tzu,3,M,TRUE
June 06 2017,DOG,Dalmatian Crossbreed,12Y,M,FALSE
June 03 2017,DOG,Chihuahua,,U,FALSE
June 06 2017,DOG,Akita,,U,FALSE
June 05 2017,DOG,Boxer,5,M,TRUE
May 28 2017,DOG,TERRIER MIX/HOUND,3,M,TRUE
June 05 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
June 08 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
June 05 2017,DOG,MIXED,,U,FALSE
June 04 2017,DOG,Chihuahua,8Y,M,TRUE
June 04 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
June 09 2017,DOG,SHIHTZU MIX,1,M,FALSE
June 11 2017,DOG,UNKNOWN,,U,FALSE
June 07 2017,DOG,"Poodle, Standard",1Y,M,FALSE
June 09 2017,DOG,DACHSHUND X,8M,F,TRUE
June 11 2017,DOG,American Pit Bull Terrier/Pit Bull,2Y,F,FALSE
June 13 2017,DOG,American Pit Bull Terrier/Pit Bull,2y,M,FALSE
June 13 2017,DOG,TERRIER,,U,FALSE
June 11 2017,DOG,MIXED,,U,FALSE
June 09 2017,DOG,Siberian Husky,,U,FALSE
June 14 2017,DOG,GREAT PYREENES X,6,F,TRUE
June 13 2017,DOG,Shih Tzu,,M,FALSE
June 14 2017,DOG,TERRIER MIX,2,F,TRUE
June 15 2017,DOG,PITBULL,,U,FALSE
June 14 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
June 16 2017,DOG,American Staffordshire Terrier,6Y,F,FALSE
June 18 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
June 18 2017,DOG,UNKNOWN,,U,FALSE
June 18 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
June 18 2017,DOG,American Pit Bull Terrier/Pit Bull,10,M,TRUE
June 19 2017,DOG,Bull dog,,U,FALSE
June 18 2017,DOG,Cane Corso,1,M,FALSE
June 18 2017,DOG,MIXED,7M,F,TRUE
June 12 2017,DOG,Pit Bull,,U,FALSE
June 16 2017,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE
June 17 2017,DOG,TERRIER,,U,FALSE
June 20 2017,DOG,Pit Bull,1,M,TRUE
June 19 2017,DOG,Yorkshire Terrier Crossbreed,3,M,TRUE
June 22 2017,DOG,Pit Bull,4,F,FALSE
June 22 2017,DOG,Pit Bull,2,M,FALSE
June 22 2017,DOG,UNKNOWN,,U,FALSE
June 03 2017,DOG,Pit Bull,,U,FALSE
June 22 2017,DOG,Pit Bull,,F,FALSE
June 25 2017,DOG,ROTTWEILER X,2,M,FALSE
June 26 2017,DOG,Labrador Retriever Crossbreed,6,M,TRUE
June 26 2017,DOG,Labrador Retriever,,U,FALSE
June 24 2017,DOG,TERRIER,5,F,FALSE
June 26 2017,DOG,German Shepherd Crossbreed,7,M,FALSE
June 26 2017,DOG,American Pit Bull Terrier/Pit Bull,7,M,TRUE
June 23 2017,DOG,Alaskan Klee Kai,3,M,TRUE
June 26 2017,DOG,Doberman Pinscher,,U,FALSE
June 27 2017,DOG,Maltese,2,F,TRUE
June 29 2017,DOG,Pit Bull,6,F,FALSE
June 29 2017,DOG,BLUE TICK HOUND,5,M,TRUE
June 27 2017,DOG,UNKNOWN,,U,FALSE
June 29 2017,DOG,PITBULL MIX,5,F,TRUE
June 28 2017,DOG,Pit Bull,,U,FALSE
June 29 2017,DOG,Siberian Husky,,U,FALSE
June 29 2017,DOG,Pit Bull,,U,FALSE
July 01 2017,DOG,BUDDHIST,,M,FALSE
July 01 2017,DOG,Pit Bull,3,F,TRUE
July 02 2017,DOG,Labrador Retriever,3,M,TRUE
July 04 2017,DOG,Pit Bull,1,M,FALSE
June 28 2017,DOG,Cock-A-Poo,,U,FALSE
July 04 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
July 06 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
July 01 2017,DOG,American Pit Bull Terrier/Pit Bull,2,F,FALSE
July 04 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
July 07 2017,DOG,Maltese,9,M,TRUE
July 05 2017,DOG,Dachshund Smooth Coat,5,F,TRUE
July 05 2017,DOG,Pit Bull,,U,FALSE
July 09 2017,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE
July 07 2017,DOG,Pit Bull,,U,FALSE
July 07 2017,DOG,Pit Bull,,U,FALSE
July 07 2017,DOG,Pit Bull,,U,FALSE
July 06 2017,DOG,American Pit Bull Mix / Pit Bull Mix,6Y,F,TRUE
July 10 2017,DOG,Labrador Retriever,,U,FALSE
July 07 2017,DOG,Siberian Husky,,U,FALSE
July 08 2017,DOG,Pit Bull,,U,FALSE
July 11 2017,DOG,Rhodesian Ridgeback,7,M,TRUE
July 12 2017,DOG,MIXED,,U,FALSE
July 12 2017,DOG,LABRADOR,1,M,FALSE
July 12 2017,DOG,Rottweiler,1,M,TRUE
July 02 2017,DOG,Cock-A-Poo,1,M,FALSE
July 10 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE
July 14 2017,DOG,PIT BULL MIX,2018-04-05T00:00:00.000,M,TRUE
July 02 2017,DOG,UNKNOWN,,U,FALSE
July 13 2017,DOG,Pit Bull,,U,FALSE
July 12 2017,DOG,UNKNOWN,,U,FALSE
July 15 2017,DOG,Labrador Retriever,10Y,M,FALSE
July 12 2017,DOG,American Pit Bull Terrier/Pit Bull,2Y,M,TRUE
July 17 2017,DOG,American Pit Bull Terrier/Pit Bull,,M,TRUE
July 15 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
July 15 2017,DOG,Pit Bull,,U,FALSE
June 02 2017,DOG,PIT BULL/LAB X,,U,FALSE
July 16 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
July 20 2017,DOG,LAB/ITALIAN GREYHOUND X,3Y,M,TRUE
July 19 2017,DOG,Rottweiler,,U,FALSE
July 20 2017,DOG,UNKNOWN,,U,FALSE
July 20 2017,DOG,Pit Bull,,U,FALSE
July 19 2017,DOG,UNKNOWN,,U,FALSE
July 11 2017,DOG,UNKNOWN,,U,FALSE
July 10 2017,DOG,Pit Bull,,U,FALSE
July 16 2017,DOG,BOSTON TERRIER X,2-3 YR,M,TRUE
July 18 2017,DOG,Pit Bull,,U,FALSE
July 19 2017,DOG,CATTLE DOG/BLUE HEELER,1,F,FALSE
July 21 2017,DOG,Bull dog,,U,FALSE
July 22 2017,DOG,HUSKY X,1Y,M,TRUE
July 24 2017,DOG,Boxer,,U,FALSE
July 23 2017,DOG,Rottweiler,1,M,FALSE
July 20 2017,DOG,Yorkshire Terrier,,U,FALSE
July 18 2017,DOG,UNKNOWN,,U,FALSE
July 18 2017,DOG,TERRIER,,U,FALSE
July 25 2017,DOG,Golden Retriever,9M,M,TRUE
July 23 2017,DOG,SHEPERD,,U,FALSE
July 24 2017,DOG,Shih Tzu,7,F,TRUE
July 25 2017,DOG,Mixed/Other,,U,FALSE
July 22 2017,DOG,Lhasa Apso,1,M,FALSE
July 14 2017,DOG,Pit Bull,,U,FALSE
July 21 2017,DOG,Cane Corso,4Y,M,FALSE
July 24 2017,DOG,German Shepherd,10,M,TRUE
July 25 2017,DOG,Havanese,1,M,FALSE
July 19 2017,DOG,UNCERTAIN,,U,FALSE
July 27 2017,DOG,TERRIER MIX,4,M,TRUE
July 26 2017,DOG,American Pit Bull Terrier/Pit Bull,2Y,M,TRUE
July 22 2017,DOG,Jack Russ,6,M,FALSE
July 23 2017,DOG,COCKANESE,,M,TRUE
July 21 2017,DOG,Rottweiler,,U,FALSE
July 21 2017,DOG,MIXED,,U,FALSE
July 26 2017,DOG,UNKNOWN,,U,FALSE
July 28 2017,DOG,Yorkshire Terrier,3,F,FALSE
July 28 2017,DOG,Pit Bull,,U,FALSE
June 11 2017,DOG,Siberian Husky,,U,FALSE
July 27 2017,DOG,Pit Bull,8M,F,TRUE
July 29 2017,DOG,AMERICAN STAFFORDSHIRE X,4Y,M,FALSE
July 29 2017,DOG,Boston Terrier,3Y,M,FALSE
August 02 2017,DOG,Shih Tzu,3,U,FALSE
August 02 2017,DOG,UNKNOWN,,U,FALSE
July 30 2017,DOG,Pug,7,M,FALSE
July 31 2017,DOG,Boxer,11M,F,FALSE
August 01 2017,DOG,BOXER/PITBULL,,U,FALSE
July 31 2017,DOG,Belgian Malinois,,F,FALSE
June 25 2017,DOG,Rottweiler,1,M,TRUE
June 19 2017,DOG,TERRIER,12Y,M,TRUE
July 24 2017,DOG,Rottweiler,,U,FALSE
July 28 2017,DOG,Cocker Spaniel,13,F,TRUE
July 28 2017,DOG,BOSTON TERRIER X,2-3 YRS,M,TRUE
August 03 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
August 04 2017,DOG,American Pit Bull Mix / Pit Bull Mix,10y,M,TRUE
August 07 2017,DOG,American Pit Bull Terrier/Pit Bull,,F,TRUE
July 19 2017,DOG,MALTESE X,3Y,M,FALSE
August 03 2017,DOG,Pit Bull,,U,FALSE
August 05 2017,DOG,LABRADOR-SHEEP DOG X,1,M,FALSE
August 06 2017,DOG,LABRADOR-SHEEP DOG X,1,M,FALSE
August 05 2017,DOG,Yorkshire Terrier,13,M,FALSE
August 08 2017,DOG,Chihuahua,,U,FALSE
August 08 2017,DOG,Pit Bull,,U,FALSE
August 08 2017,DOG,Pit Bull,,U,FALSE
July 20 2017,DOG,Shih Tzu,6Y,M,TRUE
July 25 2017,DOG,MIXED,,U,FALSE
August 09 2017,DOG,Beagle Crossbreed,3YR,M,TRUE
August 09 2017,DOG,Chihuahua,7,M,FALSE
August 09 2017,DOG,BLACK RUSSIAN TERRIER,6,F,TRUE
July 13 2017,DOG,Pit Bull,1,F,TRUE
August 11 2017,DOG,Chihuahua,4Y,M,TRUE
August 13 2017,DOG,American Pit Bull Mix / Pit Bull Mix,7,F,TRUE
August 14 2017,DOG,SPANIEL X TERRIER,3,M,TRUE
August 14 2017,DOG,Shih Tzu,2Y,M,TRUE
August 12 2017,DOG,UNKNOWN,,U,FALSE
July 29 2017,DOG,Yorkshire Terrier,5Y,M,FALSE
July 30 2017,DOG,American Pit Bull Mix / Pit Bull Mix,1Y,M,TRUE
August 15 2017,DOG,Yorkshire Terrier,,U,FALSE
August 15 2017,DOG,"Poodle, Standard",13Y,M,FALSE
August 16 2017,DOG,Bull dog,,U,FALSE
August 12 2017,DOG,American Pit Bull Terrier/Pit Bull,4,M,FALSE
August 18 2017,DOG,Chihuahua Crossbreed,4,M,TRUE
August 19 2017,DOG,German Shepherd,2Y,M,FALSE
August 14 2017,DOG,UNKNOWN,,U,FALSE
August 20 2017,DOG,American Staffordshire Terrier,1,F,FALSE
August 21 2017,DOG,UNKNOWN,,U,FALSE
August 18 2017,DOG,German Shepherd,,U,FALSE
August 20 2017,DOG,Chihuahua,5Y,M,FALSE
August 23 2017,DOG,Pit Bull,,U,FALSE
August 24 2017,DOG,Pit Bull,,U,FALSE
August 25 2017,DOG,Labrador Retriever,,U,FALSE
August 28 2017,DOG,American Staffordshire Terrier,5,M,TRUE
August 27 2017,DOG,Cocker Spaniel,,U,FALSE
August 26 2017,DOG,Maltese,,U,FALSE
August 26 2017,DOG,American Pit Bull Terrier/Pit Bull,3Y,F,TRUE
August 21 2017,DOG,Doberman Pinscher,9M,F,FALSE
August 28 2017,DOG,Pit Bull,,U,FALSE
August 28 2017,DOG,Chihuahua,,U,FALSE
August 30 2017,DOG,LABRADOR MIX,8M,M,TRUE
August 28 2017,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE
August 23 2017,DOG,UNKNOWN,,U,FALSE
August 28 2017,DOG,YORKSHIRE/ TIBETAN TERRIER,1,M,TRUE
August 30 2017,DOG,Bichon Frise,3Y,M,TRUE
August 31 2017,DOG,German Shepherd,2,F,TRUE
August 30 2017,DOG,Pit Bull,,M,FALSE
September 01 2017,DOG,BORDER COLLIE MIX,7,M,TRUE
August 30 2017,DOG,Pit Bull,,U,FALSE
August 29 2017,DOG,Cock-A-Poo,7,M,FALSE
August 01 2017,DOG,UNKNOWN,,U,FALSE
July 25 2017,DOG,PIT BULL TERRIER MIX,6,F,TRUE
September 03 2017,DOG,Wire Fox Terrier,2,M,TRUE
September 02 2017,DOG,American Pit Bull Mix / Pit Bull Mix,3Y,M,FALSE
September 04 2017,DOG,American Pit Bull Terrier/Pit Bull,2Y,M,TRUE
September 04 2017,DOG,GERMAN SHEPHERD/ KEESHOUND MIX,1Y,M,TRUE
September 01 2017,DOG,Rottweiler,1,M,TRUE
September 05 2017,DOG,Shiba Inu,2Y,F,TRUE
September 04 2017,DOG,MIXED,,U,FALSE
September 07 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2Y,M,TRUE
September 02 2017,DOG,Pit Bull,,U,FALSE
August 23 2017,DOG,Pit Bull,,U,FALSE
September 04 2017,DOG,AUSTRALIAN CATTLE DOG,8,F,TRUE
September 06 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
September 06 2017,DOG,German Shepherd Crossbreed,7,F,TRUE
September 07 2017,DOG,HEELER X,1Y,F,TRUE
September 06 2017,DOG,Border Terrier,3,M,TRUE
September 08 2017,DOG,"Bull Dog, English",1,M,FALSE
August 16 2017,DOG,Rottweiler,,U,FALSE
September 08 2017,DOG,Yorkshire Terrier,10,M,TRUE
September 07 2017,DOG,Maltese,9,M,FALSE
September 09 2017,DOG,Shih Tzu,,U,FALSE
September 09 2017,DOG,MIXED,2,M,TRUE
September 09 2017,DOG,Chihuahua,,U,FALSE
September 08 2017,DOG,Miniature Pinscher,,U,FALSE
September 12 2017,DOG,Shih Tzu,8Y,M,FALSE
August 03 2017,DOG,Labrador Retriever Crossbreed,,U,FALSE
September 11 2017,DOG,not given,,U,FALSE
September 13 2017,DOG,Yorkshire Terrier,11Y,M,TRUE
September 12 2017,DOG,Pit Bull,,U,FALSE
September 13 2017,DOG,Pit Bull,,U,FALSE
September 13 2017,DOG,"Schnauzer, Standard",3y,M,TRUE
September 13 2017,DOG,"Poodle, Standard",,U,FALSE
September 13 2017,DOG,Yorkshire Terrier,5Y,F,TRUE
September 13 2017,DOG,TERRIER,,U,FALSE
September 15 2017,DOG,Labrador Retriever,3,M,TRUE
September 17 2017,DOG,Pit Bull,2,M,TRUE
September 15 2017,DOG,Pit Bull,11M,M,FALSE
September 17 2017,DOG,CHOW CHOW X,5,M,TRUE
September 12 2017,DOG,Rottweiler,,U,FALSE
September 17 2017,DOG,Miniature Pinscher,6Y,M,FALSE
September 16 2017,DOG,Puggle,13,M,TRUE
September 16 2017,DOG,PIT BULL MIX,,U,FALSE
September 16 2017,DOG,Yorkshire Terrier,,U,FALSE
September 15 2017,DOG,BEAGLE MIX,8,M,TRUE
September 11 2017,DOG,German Shepherd,8,M,TRUE
September 17 2017,DOG,MASTIFF,,U,FALSE
September 16 2017,DOG,"Mastiff, Bull",,U,FALSE
September 15 2017,DOG,AMERICAN BULL / STAFFORD TERRIER,3,M,TRUE
September 19 2017,DOG,American Pit Bull Mix / Pit Bull Mix,,F,FALSE
September 20 2017,DOG,MIXED,,U,FALSE
September 17 2017,DOG,German Shepherd Crossbreed,4,M,TRUE
September 20 2017,DOG,Shiba Inu,1Y,M,FALSE
September 21 2017,DOG,Labrador Retriever,3,M,TRUE
September 20 2017,DOG,LABRADOR / HOUND MIX,2,M,TRUE
September 21 2017,DOG,Bull Terrier,4M,M,FALSE
September 16 2017,DOG,Pit Bull,,U,FALSE
September 16 2017,DOG,Pit Bull,,U,FALSE
September 23 2017,DOG,UNKNOWN,,U,FALSE
September 23 2017,DOG,German Shepherd,,U,FALSE
September 24 2017,DOG,Pit Bull,9,F,TRUE
September 24 2017,DOG,MIXED,,U,FALSE
September 23 2017,DOG,Pekingese,12,F,TRUE
September 25 2017,DOG,Dachshund Smooth Coat Miniature,2,F,TRUE
September 25 2017,DOG,German Shepherd,1Y,M,TRUE
September 27 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2,U,FALSE
September 26 2017,DOG,Siberian Husky,4 M,F,FALSE
September 27 2017,DOG,German Shepherd,5,F,FALSE
September 23 2017,DOG,Bichon Frise,,U,FALSE
September 28 2017,DOG,UNKNOWN,,U,FALSE
September 24 2017,DOG,Pit Bull,6Y,M,TRUE
September 26 2017,DOG,"Schnauzer, Miniature",5Y,M,FALSE
September 29 2017,DOG,ROTTWEILER MIX,6,M,TRUE
September 29 2017,DOG,SHIH TZU MIX,3Y,M,TRUE
September 29 2017,DOG,SHIH TZU MIX,3Y,M,TRUE
September 30 2017,DOG,German Shepherd,9,F,FALSE
September 19 2017,DOG,Pit Bull,4,M,FALSE
September 30 2017,DOG,Golden Retriever,,U,FALSE
August 28 2017,DOG,ROTTWEILER/ GERMAN SHEPHERD MIX,2,M,TRUE
September 16 2017,DOG,Pit Bull,,U,FALSE
October 04 2017,DOG,Saint Bernard,1,M,TRUE
October 03 2017,DOG,PIT BULL / GERMAN SHEPHERD MIX,11MTHS,M,TRUE
September 25 2017,DOG,Pomeranian,9Y,M,FALSE
October 04 2017,DOG,"Poodle, Standard",12,F,TRUE
October 05 2017,DOG,BOSTON BORDER TERRIER,5,F,TRUE
September 30 2017,DOG,Pit Bull,,U,FALSE
October 05 2017,DOG,Pit Bull,,U,FALSE
September 16 2017,DOG,UNKNOWN,,U,FALSE
October 05 2017,DOG,German Shepherd,4,M,TRUE
October 05 2017,DOG,Bull dog,,U,FALSE
April 11 2017,DOG,Pekingese,12Y,M,TRUE
October 09 2017,DOG,Pit Bull,5Y,M,TRUE
October 05 2017,DOG,SHEPHERD,,U,FALSE
October 01 2017,DOG,Pit Bull,,U,FALSE
October 11 2017,DOG,Yorkshire Terrier,,U,FALSE
October 07 2017,DOG,Maltese,,U,FALSE
September 17 2017,DOG,Pit Bull,,U,FALSE
October 10 2017,DOG,German Shepherd,6Y,M,FALSE
October 12 2017,DOG,Pit Bull,,U,FALSE
October 12 2017,DOG,Pit Bull,,U,FALSE
October 10 2017,DOG,TERRIER MIX,7,M,TRUE
October 10 2017,DOG,COLLIE,4Y,M,TRUE
October 10 2017,DOG,UNKNOWN,,U,FALSE
October 15 2017,DOG,TERRIER MIX,14,M,TRUE
October 17 2017,DOG,Cocker Spaniel,1,M,TRUE
October 06 2017,DOG,Great Dane,1,M,FALSE
October 06 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE
October 14 2017,DOG,POODLE X,10,M,TRUE
October 13 2017,DOG,German Shepherd,2,M,TRUE
October 17 2017,DOG,MIXED,,U,FALSE
October 12 2017,DOG,Cavalier King Charles Spaniel,,U,FALSE
October 17 2017,DOG,Labrador Retriever Crossbreed,8,M,TRUE
September 17 2017,DOG,HOUND X,4Y,M,TRUE
October 20 2017,DOG,TERRIER CROSS,5,M,FALSE
October 14 2017,DOG,Siberian Husky,8 M,M,FALSE
October 22 2017,DOG,Pit Bull,2,M,TRUE
September 27 2017,DOG,UNKNOWN,,U,FALSE
October 20 2017,DOG,CROSSBREED,2Y,M,FALSE
October 21 2017,DOG,American Pit Bull Terrier/Pit Bull,4Y,M,FALSE
October 20 2017,DOG,DACHSHUND X,13Y,M,TRUE
October 20 2017,DOG,UNKNOWN,2,M,FALSE
October 20 2017,DOG,SHEPERD,,U,FALSE
October 22 2017,DOG,Bull dog,,U,FALSE
October 15 2017,DOG,Pit Bull,,U,FALSE
October 26 2017,DOG,Golden Retriever,2Y,M,TRUE
October 26 2017,DOG,HUSKY X,1,F,TRUE
October 16 2017,DOG,American Pit Bull Mix / Pit Bull Mix,,U,FALSE
October 20 2017,DOG,Mixed/Other,1,M,FALSE
October 28 2017,DOG,MIXED,3Y,M,FALSE
October 28 2017,DOG,Bernese Mountain,,U,FALSE
October 28 2017,DOG,Pit Bull,,U,FALSE
October 29 2017,DOG,German Shepherd,,U,FALSE
October 31 2017,DOG,Labrador Retriever Crossbreed,10,M,TRUE
October 27 2017,DOG,DACHSHUND X,5,F,TRUE
October 21 2017,DOG,"Schnauzer, Giant",9Y,M,TRUE
October 28 2017,DOG,MIXED,2Y,M,FALSE
November 01 2017,DOG,BORDER COLLIE X,4,M,TRUE
October 31 2017,DOG,MIXED,1Y,M,FALSE
October 25 2017,DOG,Doberman Pinscher,6,F,TRUE
November 01 2017,DOG,Shih Tzu,7Y,F,FALSE
November 04 2017,DOG,American Pit Bull Terrier/Pit Bull,10Y,F,TRUE
November 04 2017,DOG,Dachshund Smooth Coat Miniature,6,F,TRUE
November 03 2017,DOG,SIBERIAN PIT BULL,7,M,FALSE
November 05 2017,DOG,SHIH TZU MIX,,U,FALSE
November 05 2017,DOG,Chihuahua,2018-08-09T00:00:00.000,M,TRUE
November 05 2017,DOG,JACK RUSSELL X,9,F,FALSE
November 04 2017,DOG,German Shepherd Crossbreed,3,F,TRUE
November 07 2017,DOG,MIXED,2Y,M,FALSE
November 06 2017,DOG,MIXED BREED,,M,FALSE
November 06 2017,DOG,UNKNOWN,,U,FALSE
November 09 2017,DOG,SHEPHERD/PIT BULL X,1Y,M,TRUE
November 05 2017,DOG,UNKNOWN,,U,FALSE
November 10 2017,DOG,Chihuahua,4,F,TRUE
November 10 2017,DOG,American Pit Bull Mix / Pit Bull Mix,8MTHS,M,FALSE
November 11 2017,DOG,Pit Bull,,U,FALSE
November 13 2017,DOG,MUTT,4,M,TRUE
November 07 2017,DOG,UNKNOWN,11m,M,FALSE
November 10 2017,DOG,German Shepherd,11,M,TRUE
November 12 2017,DOG,Pit Bull,3M,M,FALSE
November 14 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
November 11 2017,DOG,Pit Bull,,U,FALSE
November 09 2017,DOG,UNKNOWN,,U,FALSE
November 15 2017,DOG,Cocker Spaniel,1Y,M,TRUE
November 16 2017,DOG,German Shepherd,4,M,FALSE
November 15 2017,DOG,Shiba Inu,4,M,TRUE
November 17 2017,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE
January 12 2017,DOG,ITALIAN MASTIFF/CANE CORSO X,,M,FALSE
November 16 2017,DOG,"Bull Dog, English",,U,FALSE
November 19 2017,DOG,BASSET HOUND X,1,F,TRUE
November 14 2017,DOG,Labrador Retriever,7,M,TRUE
November 18 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
November 18 2017,DOG,Beagle,2Y,M,FALSE
November 20 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,F,TRUE
November 15 2017,DOG,MIXED,3,F,TRUE
November 11 2017,DOG,Pit Bull,,U,FALSE
November 11 2017,DOG,BASSET HOUND X,1,M,TRUE
November 21 2017,DOG,"Bull Dog, English",8,F,TRUE
November 16 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
November 22 2017,DOG,American Pit Bull Mix / Pit Bull Mix,8,M,TRUE
November 22 2017,DOG,Shih Tzu,5,M,FALSE
November 25 2017,DOG,MALTESE/WESTIE X,9,M,TRUE
November 14 2017,DOG,American Pit Bull Terrier/Pit Bull,,U,FALSE
November 29 2017,DOG,American Eskimo,1,F,TRUE
November 15 2017,DOG,MIXED BREED,13Y,F,FALSE
November 29 2017,DOG,Boxer,,U,FALSE
November 26 2017,DOG,MASTIFF,,U,FALSE
November 29 2017,DOG,Siberian Husky,6Y,M,TRUE
December 01 2017,DOG,SHEPERD,,U,FALSE
December 01 2017,DOG,UNKNOWN,,U,FALSE
December 02 2017,DOG,Labrador Retriever,11,M,TRUE
November 29 2017,DOG,MIXED BREED,4Y,M,FALSE
December 04 2017,DOG,ENGLISH COCKER SPANIEL,6y,F,FALSE
December 05 2017,DOG,ENG FRENCH PIT BULL,3,M,TRUE
December 05 2017,DOG,BICHON FRISE/ CAVALIER CHARLES SPANIEL,3,M,TRUE
December 07 2017,DOG,Pit Bull,3 M,M,TRUE
December 07 2017,DOG,Beagle,7M,F,TRUE
December 08 2017,DOG,Bull dog,2y,M,TRUE
December 08 2017,DOG,UNKNOWN,,U,FALSE
November 01 2017,DOG,UNKNOWN,,U,FALSE
November 05 2017,DOG,Maltese,2,M,FALSE
December 11 2017,DOG,BOXER MIX,2,M,FALSE
December 08 2017,DOG,Great Dane,3,M,TRUE
December 11 2017,DOG,Pug,,U,FALSE
December 12 2017,DOG,TERRIER X,,U,FALSE
December 12 2017,DOG,GREAT DANE / HOUND MIX,4,M,TRUE
December 13 2017,DOG,Mixed/Other,5,M,FALSE
December 15 2017,DOG,MIXED BREED,1,M,FALSE
December 12 2017,DOG,RETRIEVER/AUSTRALIAN CATTLE DOG X,1900-01-07T00:00:00.000,M,TRUE
December 15 2017,DOG,MIXED,,U,FALSE
